category,PM2.5 1,PM2.5 2
2023-06-25T19:09:00.000Z,5,4
2023-06-25T19:11:00.000Z,6,5
2023-06-25T19:13:00.000Z,5,4
2023-06-25T19:15:00.000Z,6,4
2023-06-25T19:17:00.000Z,5,5
2023-06-25T19:19:00.000Z,5,4
2023-06-25T19:21:00.000Z,5,3
2023-06-25T19:23:00.000Z,4,4
2023-06-25T19:25:00.000Z,4,2
2023-06-25T19:27:00.000Z,2,2
2023-06-25T19:29:00.000Z,3,3
2023-06-25T19:31:00.000Z,3,1
2023-06-25T19:33:00.000Z,3,2
2023-06-25T19:35:00.000Z,3,2
2023-06-25T19:37:00.000Z,3,2
2023-06-25T19:39:00.000Z,3,2
2023-06-25T19:41:00.000Z,4,3
2023-06-25T19:43:00.000Z,4,4
2023-06-25T19:45:00.000Z,4,3
2023-06-25T19:47:00.000Z,4,2
2023-06-25T19:49:00.000Z,3,2
2023-06-25T19:51:00.000Z,3,2
2023-06-25T19:54:00.000Z,3,4
2023-06-25T19:56:00.000Z,3,2
2023-06-25T19:58:00.000Z,2,2
2023-06-25T20:00:00.000Z,2,3
2023-06-25T20:02:00.000Z,2,2
2023-06-25T20:04:00.000Z,3,2
2023-06-25T20:06:00.000Z,4,3
2023-06-25T20:08:00.000Z,4,3
2023-06-25T20:10:00.000Z,3,2
2023-06-25T20:12:00.000Z,3,3
2023-06-25T20:14:00.000Z,4,3
2023-06-25T20:16:00.000Z,2,2
2023-06-25T20:18:00.000Z,2,1
2023-06-25T20:20:00.000Z,3,2
2023-06-25T20:22:00.000Z,3,2
2023-06-25T20:24:00.000Z,5,3
2023-06-25T20:26:00.000Z,2,1
2023-06-25T20:28:00.000Z,4,3
2023-06-25T20:30:00.000Z,3,2
2023-06-25T20:32:00.000Z,3,4
2023-06-25T20:34:00.000Z,4,2
2023-06-25T20:36:00.000Z,5,3
2023-06-25T20:38:00.000Z,3,3
2023-06-25T20:40:00.000Z,3,2
2023-06-25T20:42:00.000Z,4,3
2023-06-25T20:44:00.000Z,3,4
2023-06-25T20:46:00.000Z,3,3
2023-06-25T20:48:00.000Z,3,2
2023-06-25T20:50:00.000Z,4,3
2023-06-25T20:52:00.000Z,4,3
2023-06-25T20:54:00.000Z,3,5
2023-06-25T20:56:00.000Z,6,4
2023-06-25T20:58:00.000Z,4,4
2023-06-25T21:00:00.000Z,2,3
2023-06-25T21:02:00.000Z,3,5
2023-06-25T21:04:00.000Z,5,3
2023-06-25T21:06:00.000Z,4,4
2023-06-25T21:08:00.000Z,4,4
2023-06-25T21:10:00.000Z,3,4
2023-06-25T21:12:00.000Z,4,4
2023-06-25T21:14:00.000Z,6,5
2023-06-25T21:16:00.000Z,3,5
2023-06-25T21:18:00.000Z,8,7
2023-06-25T21:20:00.000Z,8,5
2023-06-25T21:22:00.000Z,11,7
2023-06-25T21:24:00.000Z,8,6
2023-06-25T21:26:00.000Z,9,10
2023-06-25T21:28:00.000Z,8,8
2023-06-25T21:30:00.000Z,10,8
2023-06-25T21:32:00.000Z,8,7
2023-06-25T21:34:00.000Z,9,7
2023-06-25T21:36:00.000Z,10,5
2023-06-25T21:38:00.000Z,5,4
2023-06-25T21:40:00.000Z,6,6
2023-06-25T21:42:00.000Z,4,3
2023-06-25T21:44:00.000Z,5,3
2023-06-25T21:46:00.000Z,7,5
2023-06-25T21:48:00.000Z,6,4
2023-06-25T21:50:00.000Z,4,5
2023-06-25T21:52:00.000Z,6,5
2023-06-25T21:54:00.000Z,5,4
2023-06-25T21:56:00.000Z,4,5
2023-06-25T21:59:00.000Z,4,3
2023-06-25T22:01:00.000Z,5,3
2023-06-25T22:03:00.000Z,4,4
2023-06-25T22:05:00.000Z,5,4
2023-06-25T22:07:00.000Z,4,3
2023-06-25T22:09:00.000Z,5,4
2023-06-25T22:11:00.000Z,4,4
2023-06-25T22:13:00.000Z,4,5
2023-06-25T22:15:00.000Z,4,3
2023-06-25T22:17:00.000Z,3,3
2023-06-25T22:19:00.000Z,4,3
2023-06-25T22:21:00.000Z,4,3
2023-06-25T22:23:00.000Z,4,4
2023-06-25T22:25:00.000Z,4,4
2023-06-25T22:27:00.000Z,4,3
2023-06-25T22:29:00.000Z,6,3
2023-06-25T22:31:00.000Z,5,3
2023-06-25T22:33:00.000Z,5,3
2023-06-25T22:35:00.000Z,4,4
2023-06-25T22:37:00.000Z,6,5
2023-06-25T22:39:00.000Z,5,5
2023-06-25T22:41:00.000Z,4,3
2023-06-25T22:43:00.000Z,22,19
2023-06-25T22:45:00.000Z,7,5
2023-06-25T22:47:00.000Z,11,11
2023-06-25T22:49:00.000Z,5,6
2023-06-25T22:51:00.000Z,7,3
2023-06-25T22:53:00.000Z,6,4
2023-06-25T22:55:00.000Z,7,5
2023-06-25T22:57:00.000Z,6,5
2023-06-25T22:59:00.000Z,8,6
2023-06-25T23:01:00.000Z,7,5
2023-06-25T23:03:00.000Z,6,6
2023-06-25T23:05:00.000Z,5,6
2023-06-25T23:07:00.000Z,5,5
2023-06-25T23:09:00.000Z,7,5
2023-06-25T23:11:00.000Z,8,9
2023-06-25T23:13:00.000Z,6,6
2023-06-25T23:15:00.000Z,12,12
2023-06-25T23:17:00.000Z,7,5
2023-06-25T23:19:00.000Z,5,6
2023-06-25T23:21:00.000Z,7,4
2023-06-25T23:23:00.000Z,5,6
2023-06-25T23:25:00.000Z,7,5
2023-06-25T23:27:00.000Z,6,6
2023-06-25T23:29:00.000Z,7,5
2023-06-25T23:31:00.000Z,6,6
2023-06-25T23:33:00.000Z,7,4
2023-06-25T23:35:00.000Z,8,5
2023-06-25T23:37:00.000Z,6,4
2023-06-25T23:39:00.000Z,5,6
2023-06-25T23:41:00.000Z,7,7
2023-06-25T23:43:00.000Z,7,5
2023-06-25T23:45:00.000Z,5,4
2023-06-25T23:47:00.000Z,7,6
2023-06-25T23:50:00.000Z,11,7
2023-06-25T23:52:00.000Z,8,7
2023-06-25T23:54:00.000Z,7,7
2023-06-25T23:56:00.000Z,6,6
2023-06-25T23:58:00.000Z,8,6
2023-06-26T00:00:00.000Z,6,4
2023-06-26T00:02:00.000Z,7,6
2023-06-26T00:04:00.000Z,10,11
2023-06-26T00:06:00.000Z,9,8
2023-06-26T00:08:00.000Z,6,5
2023-06-26T00:10:00.000Z,7,6
2023-06-26T00:12:00.000Z,6,5
2023-06-26T00:14:00.000Z,5,5
2023-06-26T00:16:00.000Z,8,6
2023-06-26T00:18:00.000Z,8,5
2023-06-26T00:20:00.000Z,10,7
2023-06-26T00:22:00.000Z,7,5
2023-06-26T00:24:00.000Z,8,6
2023-06-26T00:26:00.000Z,6,8
2023-06-26T00:28:00.000Z,7,5
2023-06-26T00:30:00.000Z,8,8
2023-06-26T00:32:00.000Z,8,8
2023-06-26T00:34:00.000Z,7,7
2023-06-26T00:36:00.000Z,9,7
2023-06-26T00:38:00.000Z,8,6
2023-06-26T00:40:00.000Z,8,6
2023-06-26T00:42:00.000Z,8,7
2023-06-26T00:44:00.000Z,9,7
2023-06-26T00:46:00.000Z,9,6
2023-06-26T00:48:00.000Z,10,7
2023-06-26T00:50:00.000Z,9,6
2023-06-26T00:52:00.000Z,8,6
2023-06-26T00:54:00.000Z,8,7
2023-06-26T00:56:00.000Z,8,7
2023-06-26T00:58:00.000Z,8,7
2023-06-26T01:00:00.000Z,8,7
2023-06-26T01:02:00.000Z,6,8
2023-06-26T01:04:00.000Z,9,7
2023-06-26T01:06:00.000Z,10,8
2023-06-26T01:08:00.000Z,5,5
2023-06-26T01:10:00.000Z,4,6
2023-06-26T01:12:00.000Z,4,4
2023-06-26T01:14:00.000Z,4,5
2023-06-26T01:16:00.000Z,4,4
2023-06-26T01:18:00.000Z,3,4
2023-06-26T01:20:00.000Z,5,4
2023-06-26T01:22:00.000Z,5,5
2023-06-26T01:24:00.000Z,4,5
2023-06-26T01:26:00.000Z,6,5
2023-06-26T01:28:00.000Z,5,4
2023-06-26T01:30:00.000Z,3,3
2023-06-26T01:32:00.000Z,5,4
2023-06-26T01:34:00.000Z,5,4
2023-06-26T01:36:00.000Z,4,4
2023-06-26T01:38:00.000Z,6,5
2023-06-26T01:40:00.000Z,7,3
2023-06-26T01:42:00.000Z,4,5
2023-06-26T01:44:00.000Z,3,4
2023-06-26T01:47:00.000Z,5,4
2023-06-26T01:49:00.000Z,5,4
2023-06-26T01:51:00.000Z,5,4
2023-06-26T01:53:00.000Z,3,3
2023-06-26T01:55:00.000Z,5,3
2023-06-26T01:57:00.000Z,5,3
2023-06-26T01:59:00.000Z,3,2
2023-06-26T02:01:00.000Z,1,2
2023-06-26T02:03:00.000Z,2,3
2023-06-26T02:05:00.000Z,4,3
2023-06-26T02:07:00.000Z,3,3
2023-06-26T02:09:00.000Z,4,3
2023-06-26T02:11:00.000Z,3,2
2023-06-26T02:13:00.000Z,3,2
2023-06-26T02:15:00.000Z,3,3
2023-06-26T02:17:00.000Z,3,4
2023-06-26T02:19:00.000Z,6,4
2023-06-26T02:21:00.000Z,5,3
2023-06-26T02:23:00.000Z,5,4
2023-06-26T02:25:00.000Z,6,3
2023-06-26T02:27:00.000Z,8,6
2023-06-26T02:29:00.000Z,6,6
2023-06-26T02:31:00.000Z,7,5
2023-06-26T02:33:00.000Z,9,6
2023-06-26T02:35:00.000Z,5,7
2023-06-26T02:37:00.000Z,8,6
2023-06-26T02:39:00.000Z,7,6
2023-06-26T02:41:00.000Z,8,8
2023-06-26T02:43:00.000Z,7,7
2023-06-26T02:45:00.000Z,8,7
2023-06-26T02:47:00.000Z,6,6
2023-06-26T02:49:00.000Z,5,7
2023-06-26T02:51:00.000Z,10,10
2023-06-26T02:53:00.000Z,11,9
2023-06-26T02:55:00.000Z,10,9
2023-06-26T02:57:00.000Z,8,8
2023-06-26T02:59:00.000Z,10,9
2023-06-26T03:01:00.000Z,10,9
2023-06-26T03:03:00.000Z,12,9
2023-06-26T03:05:00.000Z,12,9
2023-06-26T03:07:00.000Z,9,10
2023-06-26T03:09:00.000Z,9,10
2023-06-26T03:11:00.000Z,11,8
2023-06-26T03:13:00.000Z,11,10
2023-06-26T03:15:00.000Z,10,9
2023-06-26T03:17:00.000Z,9,7
2023-06-26T03:19:00.000Z,11,9
2023-06-26T03:21:00.000Z,11,9
2023-06-26T03:23:00.000Z,7,8
2023-06-26T03:25:00.000Z,6,10
2023-06-26T03:27:00.000Z,8,7
2023-06-26T03:29:00.000Z,8,8
2023-06-26T03:31:00.000Z,9,8
2023-06-26T03:33:00.000Z,8,8
2023-06-26T03:35:00.000Z,6,7
2023-06-26T03:37:00.000Z,6,5
2023-06-26T03:39:00.000Z,6,7
2023-06-26T03:41:00.000Z,7,6
2023-06-26T03:43:00.000Z,7,7
2023-06-26T03:45:00.000Z,9,7
2023-06-26T03:47:00.000Z,8,5
2023-06-26T03:49:00.000Z,7,5
2023-06-26T03:52:00.000Z,7,6
2023-06-26T03:54:00.000Z,8,8
2023-06-26T03:56:00.000Z,12,10
2023-06-26T03:58:00.000Z,11,11
2023-06-26T04:00:00.000Z,9,7
2023-06-26T04:02:00.000Z,10,8
2023-06-26T04:04:00.000Z,10,7
2023-06-26T04:06:00.000Z,9,8
2023-06-26T04:08:00.000Z,9,7
2023-06-26T04:10:00.000Z,11,8
2023-06-26T04:12:00.000Z,10,9
2023-06-26T04:14:00.000Z,9,6
2023-06-26T04:16:00.000Z,8,7
2023-06-26T04:18:00.000Z,11,7
2023-06-26T04:20:00.000Z,9,9
2023-06-26T04:22:00.000Z,9,6
2023-06-26T04:24:00.000Z,8,8
2023-06-26T04:26:00.000Z,7,6
2023-06-26T04:28:00.000Z,10,8
2023-06-26T04:30:00.000Z,10,7
2023-06-26T04:32:00.000Z,10,6
2023-06-26T04:34:00.000Z,7,7
2023-06-26T04:36:00.000Z,11,7
2023-06-26T04:38:00.000Z,9,9
2023-06-26T04:40:00.000Z,11,7
2023-06-26T04:42:00.000Z,9,10
2023-06-26T04:44:00.000Z,10,9
2023-06-26T04:46:00.000Z,10,9
2023-06-26T04:48:00.000Z,10,11
2023-06-26T04:50:00.000Z,10,8
2023-06-26T04:52:00.000Z,12,9
2023-06-26T04:54:00.000Z,11,9
2023-06-26T04:56:00.000Z,12,11
2023-06-26T04:58:00.000Z,10,10
2023-06-26T05:00:00.000Z,7,7
2023-06-26T05:02:00.000Z,7,6
2023-06-26T05:04:00.000Z,4,5
2023-06-26T05:06:00.000Z,6,7
2023-06-26T05:08:00.000Z,8,6
2023-06-26T05:10:00.000Z,8,11
2023-06-26T05:12:00.000Z,10,7
2023-06-26T05:14:00.000Z,13,12
2023-06-26T05:16:00.000Z,16,11
2023-06-26T05:18:00.000Z,13,10
2023-06-26T05:20:00.000Z,12,11
2023-06-26T05:22:00.000Z,10,10
2023-06-26T05:24:00.000Z,13,13
2023-06-26T05:26:00.000Z,11,11
2023-06-26T05:28:00.000Z,10,9
2023-06-26T05:30:00.000Z,7,8
2023-06-26T05:32:00.000Z,8,7
2023-06-26T05:34:00.000Z,9,7
2023-06-26T05:36:00.000Z,9,8
2023-06-26T05:38:00.000Z,8,9
2023-06-26T05:40:00.000Z,9,8
2023-06-26T05:42:00.000Z,10,9
2023-06-26T05:44:00.000Z,9,6
2023-06-26T05:46:00.000Z,8,7
2023-06-26T05:48:00.000Z,6,6
2023-06-26T05:51:00.000Z,5,4
2023-06-26T05:53:00.000Z,4,4
2023-06-26T05:55:00.000Z,4,3
2023-06-26T05:57:00.000Z,5,4
2023-06-26T05:59:00.000Z,5,3
2023-06-26T06:01:00.000Z,3,3
2023-06-26T06:03:00.000Z,4,4
2023-06-26T06:05:00.000Z,3,4
2023-06-26T06:07:00.000Z,4,3
2023-06-26T06:09:00.000Z,3,2
2023-06-26T06:11:00.000Z,4,4
2023-06-26T06:13:00.000Z,4,3
2023-06-26T06:15:00.000Z,4,3
2023-06-26T06:17:00.000Z,4,3
2023-06-26T06:19:00.000Z,5,4
2023-06-26T06:21:00.000Z,4,4
2023-06-26T06:23:00.000Z,4,3
2023-06-26T06:25:00.000Z,3,4
2023-06-26T06:27:00.000Z,3,4
2023-06-26T06:29:00.000Z,5,3
2023-06-26T06:31:00.000Z,4,3
2023-06-26T06:33:00.000Z,4,2
2023-06-26T06:35:00.000Z,6,2
2023-06-26T06:37:00.000Z,5,3
2023-06-26T06:39:00.000Z,3,4
2023-06-26T06:41:00.000Z,5,3
2023-06-26T06:43:00.000Z,4,3
2023-06-26T06:45:00.000Z,5,3
2023-06-26T06:47:00.000Z,3,3
2023-06-26T06:49:00.000Z,5,3
2023-06-26T06:51:00.000Z,4,3
2023-06-26T06:53:00.000Z,6,5
2023-06-26T06:55:00.000Z,4,2
2023-06-26T06:57:00.000Z,4,3
2023-06-26T06:59:00.000Z,7,7
2023-06-26T07:01:00.000Z,6,6
2023-06-26T07:03:00.000Z,13,10
2023-06-26T07:05:00.000Z,12,8
2023-06-26T07:07:00.000Z,13,9
2023-06-26T07:09:00.000Z,12,10
2023-06-26T07:11:00.000Z,14,11
2023-06-26T07:13:00.000Z,11,10
2023-06-26T07:15:00.000Z,13,9
2023-06-26T07:17:00.000Z,11,9
2023-06-26T07:19:00.000Z,12,9
2023-06-26T07:21:00.000Z,7,7
2023-06-26T07:23:00.000Z,8,8
2023-06-26T07:25:00.000Z,8,7
2023-06-26T07:27:00.000Z,7,7
2023-06-26T07:29:00.000Z,8,6
2023-06-26T07:31:00.000Z,9,6
2023-06-26T07:33:00.000Z,7,7
2023-06-26T07:35:00.000Z,7,8
2023-06-26T07:37:00.000Z,8,8
2023-06-26T07:39:00.000Z,8,7
2023-06-26T07:41:00.000Z,8,7
2023-06-26T07:43:00.000Z,9,5
2023-06-26T07:45:00.000Z,7,7
2023-06-26T07:47:00.000Z,7,7
2023-06-26T07:49:00.000Z,9,7
2023-06-26T07:51:00.000Z,7,8
2023-06-26T07:53:00.000Z,8,7
2023-06-26T07:55:00.000Z,9,9
2023-06-26T07:58:00.000Z,8,7
2023-06-26T08:00:00.000Z,7,8
2023-06-26T08:02:00.000Z,9,7
2023-06-26T08:04:00.000Z,8,7
2023-06-26T08:06:00.000Z,9,8
2023-06-26T08:08:00.000Z,8,7
2023-06-26T08:10:00.000Z,6,5
2023-06-26T08:12:00.000Z,6,5
2023-06-26T08:14:00.000Z,6,6
2023-06-26T08:16:00.000Z,5,6
2023-06-26T08:18:00.000Z,7,4
2023-06-26T08:20:00.000Z,8,6
2023-06-26T08:22:00.000Z,8,8
2023-06-26T08:24:00.000Z,9,6
2023-06-26T08:26:00.000Z,8,8
2023-06-26T08:28:00.000Z,8,10
2023-06-26T08:30:00.000Z,9,9
2023-06-26T08:32:00.000Z,8,4
2023-06-26T08:34:00.000Z,7,8
2023-06-26T08:36:00.000Z,7,6
2023-06-26T08:38:00.000Z,6,7
2023-06-26T08:40:00.000Z,8,6
2023-06-26T08:42:00.000Z,7,5
2023-06-26T08:44:00.000Z,7,7
2023-06-26T08:46:00.000Z,7,6
2023-06-26T08:48:00.000Z,8,6
2023-06-26T08:50:00.000Z,8,9
2023-06-26T08:52:00.000Z,8,7
2023-06-26T08:54:00.000Z,7,5
2023-06-26T08:56:00.000Z,7,7
2023-06-26T08:58:00.000Z,6,6
2023-06-26T09:00:00.000Z,7,5
2023-06-26T09:02:00.000Z,7,7
2023-06-26T09:04:00.000Z,8,6
2023-06-26T09:06:00.000Z,9,6
2023-06-26T09:08:00.000Z,6,5
2023-06-26T09:10:00.000Z,6,5
2023-06-26T09:12:00.000Z,7,4
2023-06-26T09:14:00.000Z,6,6
2023-06-26T09:16:00.000Z,7,7
2023-06-26T09:18:00.000Z,9,6
2023-06-26T09:20:00.000Z,8,7
2023-06-26T09:22:00.000Z,11,9
2023-06-26T09:24:00.000Z,13,11
2023-06-26T09:26:00.000Z,13,12
2023-06-26T09:28:00.000Z,15,11
2023-06-26T09:30:00.000Z,12,11
2023-06-26T09:32:00.000Z,15,10
2023-06-26T09:34:00.000Z,25,19
2023-06-26T09:36:00.000Z,18,17
2023-06-26T09:38:00.000Z,20,16
2023-06-26T09:40:00.000Z,16,17
2023-06-26T09:42:00.000Z,17,18
2023-06-26T09:44:00.000Z,13,11
2023-06-26T09:46:00.000Z,12,12
2023-06-26T09:48:00.000Z,15,13
2023-06-26T09:50:00.000Z,15,12
2023-06-26T09:53:00.000Z,16,14
2023-06-26T09:55:00.000Z,15,13
2023-06-26T09:57:00.000Z,16,19
2023-06-26T09:59:00.000Z,18,16
2023-06-26T10:01:00.000Z,18,16
2023-06-26T10:03:00.000Z,22,17
2023-06-26T10:05:00.000Z,23,20
2023-06-26T10:07:00.000Z,20,18
2023-06-26T10:09:00.000Z,22,20
2023-06-26T10:11:00.000Z,22,18
2023-06-26T10:13:00.000Z,21,18
2023-06-26T10:15:00.000Z,22,22
2023-06-26T10:17:00.000Z,19,19
2023-06-26T10:19:00.000Z,22,20
2023-06-26T10:21:00.000Z,24,18
2023-06-26T10:23:00.000Z,20,17
2023-06-26T10:25:00.000Z,19,15
2023-06-26T10:27:00.000Z,18,15
2023-06-26T10:29:00.000Z,19,16
2023-06-26T10:31:00.000Z,16,14
2023-06-26T10:33:00.000Z,17,13
2023-06-26T10:35:00.000Z,14,12
2023-06-26T10:37:00.000Z,15,13
2023-06-26T10:39:00.000Z,14,13
2023-06-26T10:41:00.000Z,16,14
2023-06-26T10:43:00.000Z,12,12
2023-06-26T10:45:00.000Z,13,12
2023-06-26T10:47:00.000Z,13,9
2023-06-26T10:49:00.000Z,13,11
2023-06-26T10:51:00.000Z,14,13
2023-06-26T10:53:00.000Z,11,11
2023-06-26T10:55:00.000Z,12,11
2023-06-26T10:57:00.000Z,13,13
2023-06-26T10:59:00.000Z,13,12
2023-06-26T11:01:00.000Z,13,11
2023-06-26T11:03:00.000Z,13,12
2023-06-26T11:05:00.000Z,14,13
2023-06-26T11:07:00.000Z,14,14
2023-06-26T11:09:00.000Z,15,14
2023-06-26T11:11:00.000Z,17,11
2023-06-26T11:13:00.000Z,16,11
2023-06-26T11:15:00.000Z,17,13
2023-06-26T11:17:00.000Z,16,16
2023-06-26T11:19:00.000Z,16,18
2023-06-26T11:21:00.000Z,19,13
